Title,Rate,Price,Price Before Discount,Discount,Image URL,Description,Brand Name,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,RAM Memory Installed,Operating System,Special Features,Graphics Description,Brand,Package Dimensions,Batteries,Item model number,Manufacturer,Series,Form Factor,Standing screen display size,Screen Resolution,Processor Brand,Processor Type,Processor Speed,Processor Count,RAM Size,Memory Technology,Computer Memory Type,Maximum Memory Supported,Hard Drive Size,Hard Disk Description,Audio Details,Graphics Coprocessor,Graphics Chipset Brand,Graphics Card Description,Graphics RAM Type,Graphics Card Ram Size,Graphics Card Interface,Wireless Type,Number of USB 3.0 Ports,Are Batteries Included,Lithium Battery Energy Content,Lithium Battery Packaging,Lithium Battery Weight,Number Of Lithium Ion Cells,Item Weight,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,reviews,Product Dimensions,Resolution,Memory Clock Speed,Connectivity Type,Number of USB 2.0 Ports,Number of HDMI Ports,Voltage,Optical Drive Type,Hard Drive Interface,Speaker Description,Average Battery Life (in hours),Wattage,Hardware Platform,Number of Lithium Metal Cells,CPU Speed,Number of Ethernet Ports,Graphics Processor Manufacturer,CPU Model Manufacturer,Battery Cell Composition,Hard Disk Rotational Speed,Total USB Ports,Human Interface Input,Notebook Display Technology,Rear Webcam Resolution,Power Source,Manufacturer reference,Compatible Devices,Specific Uses For Product,Connector Type,Power Plug,Number of Items,Connectivity Technology
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores, 16GB RAM, 512GB SSD, NVIDIA GeForce MX550 with 2GB GDDR6 Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare, Ubuntu, Carbon Black",3.0 out of 5 stars,"35,350",,,https://m.media-amazon.com/images/I/71JPy7gSTyL._AC_SX425_.jpg,"About this item
Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores, 16GB DDR4-3200 RAM, 512GB SSD PCIe NVMe, NVIDIA GeForce MX550 with 2GB GDDR6 Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display, Ubuntu - Carbon Black",Dell,Vostro 3520 i7-1255U 16G 512G MX550 UBUNTU,15.6,Carbon Black,512 GB,Core i7-1255U,16 GB,UBUNTU,"4-Cell Battery, 54WHr (Integrated), 512GB M.2 PCIe NVMe Solid State Drive, 802.11ac 1x1 WiFi, Bluetooth(R ) wireless card, 12th Generation Intel(R) Core( TM) i7-1255U (12MB Cache, up t o 4.7 GHz, 10 cores), 15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display4-Cell Battery, 54WHr (Integrated), 512GB M.2 PCIe NVMe Solid State…See more",Dedicated,Dell,49.7 x 32.5 x 7.7 cm; 1.66 kg,,,DELL,Vostro 3520 i7-1255U 16G 512G MX550 UBUNTU,Laptop,15.6,1920 x 1080 pixels,Intel,Core i7-1255U,1.7 GHz,10,,DDR4,DDR4 SDRAM,16 GB,512 GB,512GB M.2 PCIe NVMe SSD,Headphones,NVIDIA GeForce MX550,NVIDIA,Dedicated,GDDR6,2 GB,AGP,,1,No,54 Watt Hours,Batteries contained in equipment,,,1.66 Kilograms,B0CJ8L9LNZ,3.03.0 out of 5 stars4 ratings3.0 out of 5 stars,"#61,253 in Electronics (See Top 100 in Electronics)#198 inTraditional Laptops",18 September 2023,"[{'Reviewer': 'khaled e.', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 5 April 2024', 'Review': 'اشتريت الجهاز ووصل من غير ضمان مصرى وضمان الامارات اتفعل بقاله 10 شهور'}, {'Reviewer': 'Hakeem', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 9 June 2024', 'Review': 'جهاز كويس جدا والمواصفات زي ما مكتوب. يمكن الهارد محتاج يبقى اكبر شوية.'}, {'Reviewer': 'Va.tech Wabag', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 29 November 2023', 'Review': 'للاسف شغالين 100 وش مع اني مشترك برايم اشتريت المنتج اغلي 1000 ج'}]",,1920x1080 Pixels,3200 MHz,,1,,,,PCIE x 4,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming F15 13th Gen Intel Core i7-13620H Processor 16GB RAM 512GB SSD Windows 11 FHD Laptop, 15.6-Inch Size, Grey",Previous page,"56,999",,,https://m.media-amazon.com/images/I/61V1+54hqXL._AC_SX425_.jpg,"About this item
Comes with Intel Core Ultra processor with an integrated Neural Processing Unit (NPU) for AI acceleration
OLED displays are Dolby Vision certified, Pantone Validated and have a cinema-grade
With detachable full-size Bluetooth, ErgoSense keyboard and touchpad
Can be used in vertical or horizontal orientations for several versatile user modes
Intuitive ScreenXpert software allows easy gesture control of the display contents in all modes",ASUS,ASUS TUF Gaming F15,15.6 Inches,Gray,512 GB,Core i7,16 GB,Windows 11,Backlit Keyboard,Integrated,ASUS,42.9 x 30.9 x 10.6 cm; 1.9 kg,1 Lithium Polymer batteries required. (included),FX507VU-LP163W,ASUSTeK Computer Inc.,ASUS TUF Gaming F15,Detachable,15.6 Inches,1920 x 1080 pixels,Intel,Core i7,144 Hz,1,,DDR5,,16 GB,512 GB,SSD,Headphones,,Intel,Integrated,GDDR6,,Integrated,,1,Yes,90 Watt Hours,Batteries contained in equipment,,4,1.9 Kilograms,B0CZC1JQT6,,"#227,450 in Electronics (See Top 100 in Electronics)#885 inTraditional Laptops",28 March 2024,[],,1920x1080 Pixels,,,1,,240 Volts,DVD,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus 15-fb0049ne Gaming Laptop - Ryzen 5-5600H 6-Cores, 8 GB RAM, 512GB SSD, 15.6"" FHD (1920X1080) 144 Hz IPS, AMD Radeon RX 6500M 4GB GDDR6 Graphics, Backlit Keyboard - Mica Silver",Previous page,"30,299",,,https://m.media-amazon.com/images/I/518L5nfHgWL._AC_SX425_.jpg,"About this item
HP Victus 15-fb0049ne Gaming Laptop - Ryzen 5-5600H 6-Cores, 8 GB RAM, 512GB SSD, 15.6"" FHD (1920X1080) 144 Hz IPS, AMD Radeon RX 6500M 4GB GDDR6 Graphics, Backlit Keyboard - Mica Silver",HP,Victus Gaming Laptop,15.6 Inches,Mica Silver,512 GB,Ryzen 5 5600H,8 GB,DOS,"4GB GDDR6 AMD Radeon™ RX 6500M Graphics beats RTX 3050, Full-size backlit keyboard with numeric keypad, AMD Ryzen 5 5600H (6C / 12T, 3.3 / 4.2GHz, 3MB L2 / 16MB L3), 15.6"" diagonal FHD (1920 x 1080) 144 Hz 9 ms response time IPS micro-edge anti-glare 250 nits4GB GDDR6 AMD Radeon™ RX 6500M Graphics beats RTX 305…See more",Dedicated,HP,55.29 x 31.2 x 6.7 cm; 2.29 kg,,15-fb0049ne,HP,Victus Gaming Laptop,laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 5 5600H,3.3 GHz,6,,DDR4,DDR4 SDRAM,16 GB,512 GB,512 GB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,AMD Radeon RX 6500M,AMD,Dedicated,GDDR6,4 GB,AGP,"Bluetooth, 802.11ax",2,,52.5 Watt Hours,Batteries contained in equipment,,,2.29 Kilograms,B0CP8WPPGT,,"#405,760 in Electronics (See Top 100 in Electronics)#1,243 inTraditional Laptops",1 December 2023,[],,1920x1080 Pixels,3200 MHz,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate) MU-MIMO supported; Modern Standby (Connected),1,1,240 Volts,,PCIE x 4,,,150 watts,,,,1,,,,,,,,,,,,,,,,
"Acer Travel Mate TMP215-53G-55ZV Intel Core i5-1135G7 Processor 8GB DDR4 RAM 512GB PCle NVME SSD Storage NVIDIA GeForce MX330 2GB VRAM FHD IPS Slim Bezel Laptop, 15.6-Inch Screen Size, Shale Black",Previous page,"25,625",,,https://m.media-amazon.com/images/I/7183nLqmtUL._AC_SX425_.jpg,"About this item
Boasting an Intel Core i5-1135G7 processor, 512GB SSD and NVIDIA GeForce MX330 graphics
15.6-inch FHD laptop delivers a compelling blend of performance and efficiency
A base speed of 2.40 GHz and a maximum turbo speed of 4.20 GHz making it ideal for work and entertainment
Supported by 8GB DDR4 RAM to handle demanding tasks effortlessly
The 16:9 aspect ratio and 1920 x 1080 resolution bring content to life with vibrant colors and sharp details",Acer,Travel Mate,75 Inches,Black,512 GB,Intel Core i5-1135G7,8 GB,DOS,Light Weight,Dedicated,Acer,50.6 x 31.1 x 6.5 cm; 1.8 kg,1 Lithium Ion batteries required. (included),TMP215-53G-55ZV,Acer Inc.,Travel Mate,Laptop,75 Inches,1920 x 1080 pixels,Intel,Intel Core i5-1135G7,2.4 GHz,1,8,DDR4,DDR4 SDRAM,32 GB,512 GB,SSD,Speakers,Intel Iris Xe Graphics,NVIDIA,Dedicated,GDDR5,2 GB,PCI Express,,3,Yes,,Batteries contained in equipment,250 Grams,,1.8 Kilograms,B0CSPGN9V4,,"#148,095 in Electronics (See Top 100 in Electronics)#644 inTraditional Laptops",18 January 2024,[],,1920x1080 Pixels,,,,,7.7 Volts,CD-ROM,Solid State,,12 Hours,,,3,,,,,,,,,,,,,,,,,,
"HP 15s-eq Laptop - Ryzen 3 5300U 4-Cores, 8GB DDR4-3200 RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, 15.6"" FHD (1920 x 1080) micro-edge anti-glare 250 nits, DOS - Jet Black",1.0 out of 5 stars,"19,189",,,https://m.media-amazon.com/images/I/41D8Xq0M-oL._AC_SX425_.jpg,"About this item
HP 15s-eq Laptop - Ryzen 3 5300U 4-Cores, 8GB DDR4-3200 RAM , 512GB PCIe NVMe SSD, AMD Radeon Graphics, 15.6"" FHD (1920 x 1080) micro-edge anti-glare 250 nits, DOS - Jet Black
Good Quality
Perfect Material
Easy to use
Unique and fashionable design.",HP,15s-eq 5300U 8G 512G,15.6 Inches,Black,512 GB,Ryzen 3 5300U,8 GB,DOS,"AMD Ryzen 3 5300U (4C / 8T, 2.6 / 3.8GHz, 2MB L2 / 4MB L3), Security management: Trusted Platform Module (Firmware TPM) support, Battery 3-cell 41 Wh Li-ion, 45 W Smart AC power adapter, Full-size jet black English Arabic keyboard with numeric keypadAMD Ryzen 3 5300U (4C / 8T, 2.6 / 3.8GHz, 2MB L2 / 4MB L3), Security manag…See more",Integrated,HP,55.29 x 30.6 x 6.9 cm; 1.69 kg,,15s-eq 5300U 8G 512G,HP,15s-eq 5300U 8G 512G,Laptop,15.6 Inches,1920 x 1080 pixels,AMD,Ryzen 3 5300U,2.6 GHz,4,,DDR4,DDR4 SDRAM,16 GB,512 GB,512 GB PCIe® NVMe™ TLC M.2 SSD,"Headphones, Speakers",AMD Radeon Graphics,AMD,Integrated,DDR4 SDRAM,,Integrated,802.11a/b/g/n/ac,2,,41 Watt Hours,Batteries contained in equipment,,,1.69 Kilograms,B0CM1YSYXT,1.01.0 out of 5 stars1 rating1.0 out of 5 stars,"#128,158 in Electronics (See Top 100 in Electronics)#547 inTraditional Laptops",29 October 2023,"[{'Reviewer': 'Khaled Alhawam', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 8 July 2024', 'Review': 'عامل ارتجاع للمنتج بتاريخ 10 يونيو حنى الان لم يسترد المبلغ وكل مااكلم خدمة العملاء يقوله نفس الكلام خلال 24 ساعه هيكون سمع فى الحساب بقالي شهر تقريبا 😕'}]",,1920x1080 Pixels,3200 MHz,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi® and Bluetooth® 4.2 combo,,1,240 Volts,,PCIE x 4,,,45 watts,,,,,,,,,,,,,,,,,,,,
"HP Envy 16-h1023dx Laptop - 13th Intel Core i9-13900H, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5-5200 RAM, 1TB SSD, 16"" WQXGA (2560x1600) Multi Touch 120Hz 400 nits, Backlit, Windows 11",3.6 out of 5 stars,"98,889",,,https://m.media-amazon.com/images/I/61clOSUCrfL._AC_SX425_.jpg,"About this item
16 GB DDR5-5200 MHz RAM (2 x 8 GB) Transfer rates up to 5200 MT/s. 2 x 8 GB
16"" diagonal, WQXGA (2560 x 1600), multitouch-enabled, 120 Hz, IPS, edge-to-edge glass, micro-edge, Low Blue Light, 400 nits, 100% Srgb
Graphics (discrete) : NVIDIA GeForce RTX 4060 Laptop GPU (8 GB GDDR6 dedicated)
Power supply type : 200 W Smart AC power adapter Battery type : 6-cell, 83 Wh Li-ion polyme
Ports : 1 USB Type-A 10Gbps signaling rate; 1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 2 Thunderbolt 4 with USB Type-C 40Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo Expansion slots : 1 microSD media card reader",HP,HP Envy,16 Inches,Natural silver aluminum,1 TB,Intel Core i9,16 GB,Windows 11,"Processor: 13th Generation Intel® Core™ i9-13900H (up to 5.4 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads), Touchscreen, Product color: Natural silver aluminum, Performance technology: Intel® Evo™ laptop, Full-size backlit natural silver keyboardProcessor: 13th Generation Intel® Core™ i9-13900H (up to 5.4 GHz with Intel…See more",Dedicated,HP,,1 Lithium Ion batteries required.,16-h1023dx,HP,HP Envy,Laptop (Gaming +Touch),16 Inches,2560 x 1600 pixels,Intel,Intel Core i9,4.1 GHz,14,16 GB,DDR5-5200,DDR5 RAM,16 GB,1 TB,1 TB PCIe Gen4 NVMe TLC M.2 SSD,Audio by Bang & Olufsen; Quad speakers; HP Audio Boost,NVIDIA GeForce RTX 4060,NVIDIA,Dedicated,GDDR6,8 GB,AGP,"Bluetooth, Infrared, 802.11ax",2,No,83 Watt Hours,Batteries contained in equipment,,7,2.3 Kilograms,B0CBKVZ2RR,3.63.6 out of 5 stars11 ratings3.6 out of 5 stars,"#227,718 in Electronics (See Top 100 in Electronics)#886 inTraditional Laptops",6 November 2023,"[{'Reviewer': 'Tiwa Mccarthy', 'Rating': '4.0 ', 'Date': 'Reviewed in the United States on 29 September 2023', 'Review': 'The computer is fast and I like it. The problem is, the pictures on Amazon show the computer screen being able to flip over and you can use it as a tablet. also the keys on the keyboard are silver and without the backlit option on, they are had to see.'}, {'Reviewer': 'Placeholder', 'Rating': '5.0 ', 'Date': 'Reviewed in the United Arab Emirates on 25 July 2024', 'Review': 'HP has delivered a good product. Equally good is after sales service by the seller. Very prompt response and always willing to help if there is ny issues. 5 stars for their service.'}, {'Reviewer': 'Marvin mcclatchie', 'Rating': '1.0 ', 'Date': 'Reviewed in the United States on 11 April 2024', 'Review': 'Had software and hardware issues sucks mouse wasn’t working right then network issues'}, {'Reviewer': 'The screen is fixed not as the photo and the keyboard no light on it not like they said', 'Rating': '4.0 ', 'Date': 'Reviewed in the United Arab Emirates on 14 June 2024', 'Review': 'They buy said the keyboard with light but it’s not'}]",35.74 x 25.25 x 1.98 cm; 2.3 kg,2560x1600 Pixels,5200 MHz,Intel Wi-Fi 6E AX211 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate),,1,240 Volts,BD-R,PCIE x 4,,,200 watts,,,,,,,,,,,,,,,,,,,,
"HP Victus 16-r0049nia Gaming Laptop - 13th i7-13700H 14-Cores, 16 GB DDR5-5200 MHz RAM, 1TB SSD, 16.1"" FHD (1920X1080) 144 Hz IPS, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, Backlit Keyboard - Silver",Previous page,"59,999",,,https://m.media-amazon.com/images/I/71TN45+oJ0L._AC_SX425_.jpg,"About this item
HP Victus 16-R0049nia Gaming Laptop - 13th i7-13700H 14-Cores, 16 GB DDR5-5200 MHz RAM, 1TB SSD, 16.1"" FHD (1920X1080) 144 Hz IPS, NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics, Backlit Keyboard, 230 W Smart AC power adapter, Battery 4-cell 70 Wh Li-ion polymer - Mica Silver
Camera : HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
Input devices : IR thermal sensor, Security management : Camera privacy shutter; Trusted Platform Module (Firmware TPM) support
Ports : 1 USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 USB Type-C 5Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 RJ-45; 1 AC smart pin; 1 headphone/microphone combo
Wireless : MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.3 wireless card (supporting gigabit data rate) Modern Standby (Connected), Network interface : Integrated 10/100/1000 GbE LAN",HP,Hp Victus Gaming 16-r0049nia,16.1 Inches,Mica Silver,1 TB,Intel Core i7,16 GB,DOS,"(16.1"") diagonal FHD (1920 x 1080) 144 Hz IPS micro-edge anti-glare 250 nits, 16 GB DDR5-5200 MHz RAM (2 x 8 GB), 13th Generation Intel® Core™ i7 processor i7-13700H, 14C (6P + 8E) / 20T P-core 2.4 / 5.0GHz E-core 1.8 / 3.7GHz 24MB, NVIDIA® GeForce RTX™ 4050 Laptop GPU (6 GB GDDR6 dedicated), 4-cell 70 Wh Li-ion polymer(16.1"") diagonal FHD (1920 x 1080) 144 Hz IPS micro-edge anti-glare 250 nits,…See more",Dedicated,HP,54.6 x 34.2 x 7.1 cm; 2.33 kg,,16-r0049nia,HP,Hp Victus Gaming 16-r0049nia,LAPTOP,16.1 Inches,1920 x 1080 pixels,Intel,Intel Core i7,2.4 GHz,14,16,DDR5-5200 Mhz,DDR5 RAM,32 GB,1 TB,1TB PCIe NVMe M.2 SSD,Audio by B&O; Dual speakers; HP Audio Boost,NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,AGP,Bluetooth,3,,70 Watt Hours,Batteries contained in equipment,,,2.33 Kilograms,B0CLDYZP2Z,,,19 October 2023,[],,1920x1080 Pixels,5200 MHz,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.3 wireless card (supporting gigabit data rate,,1,240 Volts,,PCIE x 4,,,,,,,1,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 3 15.6 Inch Laptop - Ryzen 7 5700U 8 Cores, 8GB DDR4-3200 RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Arctic Grey",Previous page,"23,719",,,https://m.media-amazon.com/images/I/81F1BUgc1JL._AC_SX425_.jpg,"About this item
Lenovo IdeaPad 3 Laptop - Ryzen 7 5700U 8 Cores, 8GB RAM, 1TB HDD, Integrated AMD Radeon Graphics, 15.6"" FHD (1920x1080) TN 250nits Anti-glare, Dos - Arctic Grey",Lenovo,Lenovo IdeaPad 3 R7-5700 8GB 1T,15.6,Arctic Grey,1 TB,AMD Ryzen 7 5700U,8 GB,DOS,"AMD Ryzen™ 7 5700U (8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB L3), Battery Integrated 38Wh, Security Chip : Firmware TPM 2.0 Enabled, SD Card ReaderAMD Ryzen™ 7 5700U (8C / 16T, 1.8 / 4.3GHz, 4MB L2 / 8MB L3), Battery Integr…See more",Integrated,Lenovo,53.5 x 33.2 x 7.2 cm; 1.65 kg,,IP3R5700U8G1TB,Lenovo,Lenovo IdeaPad 3 R7-5700 8GB 1T,Netbook,15.6,1920 x 1080 pixels,AMD,AMD Ryzen 7 5700U,1.8 GHz,8,,DDR4,DDR4 SDRAM,12 GB,1 TB,HDD,Speakers,AMD Radeon Graphics,AMD,Integrated,DDR4 SDRAM,,Integrated,801.11ac,1,,38 Watt Hours,Batteries contained in equipment,,,1.65 Kilograms,B0CM21FM87,,"#180,884 in Electronics (See Top 100 in Electronics)#765 inTraditional Laptops",29 October 2023,[],,1920x1080 Pixels,3200 MHz,11ac 2x2 + BT5.0,1,1,5 Volts,,Serial ATA,,,65 watts,,,,,,,,,,,,,,,,,,,,
"Dell Latitude 3420 Laptop - 11th Intel Core i5-1135G7 4-Cores, 8GB RAM, 256GB SSD PCIe NVMe, 14"" FHD (1920X1080) 250nits Anti-glare, Integrated Intel Iris Xe Graphics, FingerPrint, ubuntu",Previous page,"28,599",,,https://m.media-amazon.com/images/I/514HFKk12yL._AC_SX425_.jpg,"About this item
11th Generation Intel Core i5-1135G7 (8MB Cache, up t o 4.2 GHz, 4 cores)
8GB DDR4 3200MHz
256GB M.2 PCIe NVMe Solid State Drive
FingerPrint Reader",Dell,Dell Latitude 3420,14 Inches,Black,256 GB,Intel Core i5-1135G7,8 GB,ubuntu,"65 Watt AC Adapter, 14 inch FHD (1920 x 1080) 250 nits Anti-Glare, English Arabic Keyboard, Intel Iris Xe Graphics, 3-Cell Battery 41WHr (Integrated)65 Watt AC Adapter, 14 inch FHD (1920 x 1080) 250 nits Anti-Glare, Engli…See more",Integrated,Dell,49 x 32 x 7 cm; 1.52 kg,,LAT3420I1135G8G256G,Dell,Dell Latitude 3420,Laptop,14 Inches,1920 x 1080 pixels,Intel,Intel Core i5-1135G7,4.2,4,,DDR4,DDR4 SDRAM,16 GB,256 GB,SSD,Headphones,Intel Iris Xe Graphics,Intel,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, 802.11ax",2,,41 Watt Hours,Batteries contained in equipment,,,1.52 Kilograms,B0CWG5VNN6,,"#233,441 in Electronics (See Top 100 in Electronics)#897 inTraditional Laptops",26 February 2024,[],,1920x1080 Pixels,,,1,1,240 Volts,,PCIE x 4,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion Slim 5 16IRH8-13th Intel Core i7-13700H, AI Chip: LA1, NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics, 16GB DDR5-5200 RAM, 1TB SSD, 16"" WQXGA (2560x1600) IPS 300nits 165Hz, Storm Grey",Previous page,"81,399",,,https://m.media-amazon.com/images/I/51Nge47oBsL._AC_SX425_.jpg,"About this item
Intel Core i7-13700H, 14C (6P + 8E) / 20T, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB
NVIDIA GeForce RTX 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 125W
16 GB DDR5-5200
1TB SSD M.2 2280 PCIe 4.0x4 NVMe
16"" WQXGA (2560x1600) IPS 300nits Anti-glare, 100% sRGB, 165Hz, G-SYNC, Low Blue Light",Lenovo,Legion Slim 5 16IRH8,16 Inches,Storm Grey,1 TB,Intel Core i7,16 GB,Windows 11,"Battery : Integrated 80Wh, Stereo speakers, 2W x2, optimized with Nahimic Audio, AI Chip: LA1, 4-Zone RGB Backlit English Arabic Keyboard, Legion Coldfront 5.0 cooling systemBattery : Integrated 80Wh, Stereo speakers, 2W x2, optimized with Nahimic A…See more",Dedicated,Lenovo,54.1 x 35.1 x 8.4 cm; 2.4 kg,,82YA0043AX,Lenovo,Legion Slim 5 16IRH8,Gaming Laptop,16 Inches,2560 x 1600 pixels,"Intel® Core™ i7-13700H, 14C (6P + 8E) / 20T, P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB",Intel Core i7,2.4 GHz,14,16,SO-DIMM DDR5-5200,DDR5 RAM,32 GB,1 TB,1TB SSD M.2 2280 PCIe® 4.0x4 NVMe®,"High Definition (HD) Audio, Realtek® ALC3287 codec",NVIDIA GeForce RTX 4060,NVIDIA,Dedicated,GDDR6,8 GB,AGP,"Bluetooth, 802.11ax",4,,80 Watt Hours,Batteries contained in equipment,,,2.4 Kilograms,B0CQ7CW354,,"#248,399 in Electronics (See Top 100 in Electronics)#938 inTraditional Laptops",14 December 2023,[],,2560x1600 Pixels,5200 MHz,"Wi-Fi® 6E, 11ax 2x2 + BT5.1",,1,230 Volts,,PCIE x 4,"Stereo speakers, 2W x2, optimized with Nahimic Audio",,,,,,1,,,,,,,,,,,,,,,,
Lenovo Legion 5 15ITH6H Laptop - i7-11800H - 16GB - 1TB SSD - 15.6 WQHD 165Hz - RTX 3070 8GB -DOS - Blue + Mouse,Previous page,"59,999",,,https://m.media-amazon.com/images/I/61Sqh2visQL._AC_SX425_.jpg,"About this item
Brand: Lenovo
Hard disk Size: 1 TB
Operating system: DOS
Cpu model Speed: 4.6 GHz
Brand: Lenovo
Operating system: DOS
Cpu model Family: core_i7_family",Lenovo,Legion,15.6 Inches,,1 TB,Core i7 Family,16 GB,DOS,Fingerprint Reader,Dedicated,Lenovo,54 x 35.29 x 8.6 cm; 4.38 kg,,,Lenovo,Legion,Laptop,15.6 Inches,2560 x 1440,Intel,Core i7 Family,4.6 GHz,8,16 GB,DDR4,DDR4 SDRAM,,1 TB,SSD,Speakers,NVIDIA GeForce RTX 3070,NVIDIA,Dedicated,,8 GB,,,,,,,,,4.38 Kilograms,B0B2Q229DJ,,"#101,485 in Electronics (See Top 100 in Electronics)#410 inTraditional Laptops",30 May 2022,[],,,,,,,,,Solid State,,,,PC,,,,,,,,,,,,,,,,,,,
"2021 Apple MacBook Pro (16-inch, Apple M1 Max chip with 10â€‘core CPU and 32â€‘core GPU, 32GB RAM, 1TB SSD) - Space Grey",4.0 out of 5 stars,"162,222",,,https://m.media-amazon.com/images/I/61s6UawAo5L._AC_SX425_.jpg,"About this item
Apple M1 Pro or M1 Max chip for a massive leap in CPU, GPU and machine learning performance
Up to 10-core CPU delivers up to 2x faster performance to fly through pro workflows quicker than ever
Up to 32-core GPU with up to 4x faster performance for graphics-intensive apps and games
16-core Neural Engine for up to 5x faster machine learning performance
Longer battery life, up to 21 hours",Apple,2021 Apple MacBook Pro 16-inch,16 Inches,Space Grey,1 TB,Intel Core i9,32 GB,Mac OS,Speaker,Integrated,Apple,,6 Lithium Ion batteries required. (included),,Apple Computer,2021 Apple MacBook Pro 16-inch,Notebook,16 Inches,1680x1050,Apple,Intel Core i9,2.6 GHz,10,32 GB,DDR3,,,1 TB,,Speakers,,Apple,Integrated,DDR3 SDRAM,,Integrated,,,Yes,99.6 Watt Hours,Batteries contained in equipment,0.43 Grams,6,3.48 Kilograms,B09JRCRBDN,4.04.0 out of 5 stars15 ratings4.0 out of 5 stars,"#398,738 in Electronics (See Top 100 in Electronics)#1,207 inTraditional Laptops",24 November 2021,"[{'Reviewer': 'Dina', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 19 August 2022', 'Review': 'الجهاز حلو بس ياما انا مكنتش لاقيه ف حتة بنفس الموصفات دي بس غالي'}, {'Reviewer': 'Hossam E.', 'Rating': '1.0 ', 'Date': 'Reviewed in Egypt on 2 July 2024', 'Review': 'معايا ثمنه وكنت هشتريه بس معجز منه جزء حوالي 165 ألف ج فقط\nدايما تضيع مني فرص على حاجات بسيطة'}, {'Reviewer': 'G I N D Y', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 13 November 2022', 'Review': 'اوعدنا يااارب'}, {'Reviewer': 'youssif mohamed', 'Rating': '4.0 ', 'Date': 'Reviewed in Egypt on 1 August 2022', 'Review': ""50/50 product i had to sell my home, my phone ,car , office , and my bed , and my blanket , old gaimg pc , all of my food , but one thing i dislike about this product is the battery doesn't last very long""}, {'Reviewer': 'امير ع.', 'Rating': '5.0 ', 'Date': 'Reviewed in Egypt on 5 July 2023', 'Review': 'ممتاز جدا انا جبته بعد ما بيعت الارض كلها و البيت و التليفون القديم و التلاجه'}]",39.9 x 6.3 x 29 cm; 3.48 kg,,,,3,,3.7 Volts,,,,,,Mac,,,,,,,,,,,,,,,,,,,
